solar_generation,date,hour,variable_1,variable_2,variable_3,variable_4,variable_5
,20180122,400,11.6,64,-99,5.15,121.373642
,20180122,500,11.6,63,0.381,4.57,37.39934797
,20180122,600,11.6,62,0.381,4.41,30.72259997
,20180122,700,11.5,62,0.38,5.34,134.3263338
,20180122,800,11.5,62,0.38,5.29,22.91618801
,20180122,900,11.8,60,0.378,5.89,42.0828523
,20180122,1000,12.3,57,0.378,4.99,91.57595739
,20180122,1100,12.4,61,0.376,5.76,127.6007507
,20180122,1200,11.4,72,0.378,5.02,49.28887468
,20180122,1300,10.7,83,0.38,5.34,110.567429
,20180122,1400,10.7,93,0.4,5.96,136.017485
,20180122,1500,11.4,95,0.4,4.82,43.24872399
,20180122,1600,11.8,95,0.4,2.58,78.06290844
,20180122,1700,11.8,96,0.397,4.32,112.3490147
,20180122,1800,12.6,94,0.399,5.18,90.52868111
,20180122,1900,13.1,91,0.393,4.12,77.44596456
,20180122,2000,13.4,91,0.395,3.6,145.8365138
,20180122,2100,13.3,91,0.397,4.25,121.8763233
,20180122,2200,13.3,77,0.395,4.9,86.55608132
,20180122,2300,12.2,71,0.399,5.08,10.19662018
,20180123,0,9.4,87,0.404,4.53,64.65501305
,20180123,100,8.1,74,0.404,3.87,16.02846888
,20180123,200,6.9,65,-99,4.85,14.87691125
,20180123,300,5.9,63,0.398,5.37,125.4438876
,20180123,400,4.9,61,0.402,4.29,91.64456723
,20180123,500,4.2,63,0.399,4.74,11.87711548
,20180123,600,3.3,66,0.396,4.53,108.0388121
,20180123,700,2.6,68,0.401,5.69,139.2812014
,20180123,800,2.9,68,0.395,5.22,67.31718568
,20180123,900,3.9,64,0.399,6.25,102.932576
,20180123,1000,4.7,62,0.4,5.85,32.41458428
,20180123,1100,5.5,59,0.392,6.41,141.4713481
,20180123,1200,5.7,58,0.393,5.74,96.55775037
,20180123,1300,5.6,58,0.393,5.46,43.05169299
,20180123,1400,5.3,60,0.397,5.25,53.6916001
,20180123,1500,4.7,61,0.392,4.95,65.35324395
,20180123,1600,4.1,64,0.393,4.35,57.4412718
,20180123,1700,3.2,68,0.393,5.25,77.8445588
,20180123,1800,2.5,71,0.39,4.17,112.9089337
,20180123,1900,2.3,72,0.389,3.81,15.61090942
,20180123,2000,1.9,74,0.39,4.61,96.72618838
,20180123,2100,1.6,75,0.387,3.76,32.3735383
,20180123,2200,1.3,75,0.391,4.64,100.1934866
,20180123,2300,1.1,76,-99,4.78,146.8590822
,20180124,0,0.9,79,0.388,4.73,67.32008847
,20180124,100,0.7,79,0.388,4.79,45.12420918
,20180124,200,0.4,80,0.385,3.57,147.3162912
,20180124,300,-0.4,84,0.387,4.58,84.97547942
,20180124,400,-1,85,0.387,4.9,0.276475579
,20180124,500,-1.3,84,-99,4.44,90.03438963
,20180124,600,-1.5,85,0.383,4.05,65.04253004
,20180124,700,-1.6,85,0.384,4.6,126.1595577
,20180124,800,-1.6,83,0.386,4.87,142.3327696
,20180124,900,-1.3,81,0.384,5.98,147.7459546
,20180124,1000,-0.7,76,0.387,6.21,73.49123695
,20180124,1100,0.7,70,0.386,5.85,106.4203866
,20180124,1200,1.8,63,0.383,5.94,19.97367053
,20180124,1300,3.3,56,0.383,6.45,26.43038048
,20180124,1400,4.4,53,0.381,6.52,92.40370674
,20180124,1500,5.2,50,0.38,5.53,122.9330207
,20180124,1600,5.5,48,0.383,5.35,38.27266944
,20180124,1700,4.7,50,0.381,4.91,27.48680939
,20180124,1800,3.2,56,0.378,4.45,79.26240528
,20180124,1900,2.3,59,0.378,4.46,99.13174035
,20180124,2000,1.3,64,0.382,4.13,99.52329952
,20180124,2100,0.5,66,0.381,4.99,135.6476398
,20180124,2200,-1.6,74,0.376,4.86,22.52719735
,20180124,2300,-2.8,82,0.373,4.74,3.536862204
,20180125,0,-4,87,0.378,4.61,91.4915153
,20180125,100,-4.4,91,0.375,4.76,90.93067313
,20180125,200,-4.8,93,0.372,5.16,108.6849441
,20180125,300,-5,95,0.375,4.5,16.51442422
,20180125,400,-5.6,96,0.373,4.58,24.65132807
,20180125,500,-5.9,96,0.37,5.26,3.47347556
,20180125,600,-6.2,94,0.37,3.64,56.07416751
,20180125,700,-6.2,94,0.367,5.64,106.0887709
,20180125,800,-5.1,93,-99,5.56,125.4058091
,20180125,900,-0.3,90,0.369,5.73,88.45778893
,20180125,1000,2.6,69,0.364,6.66,22.55160095
,20180125,1100,4.8,56,0.369,5.93,33.47697416
,20180125,1200,6.4,48,0.372,5.83,47.49770684
,20180125,1300,7.9,41,0.375,6.32,145.6801857
,20180125,1400,8.8,34,-99,5.88,22.5846505
,20180125,1500,9.5,31,-99,5.98,21.85606661
,20180125,1600,9.6,33,0.372,5.18,116.4858817
,20180125,1700,8.8,35,0.37,5.16,11.42976381
,20180125,1800,6.4,44,-99,3.01,0.963520295
,20180125,1900,4.5,53,0.372,4.59,118.6602171
,20180125,2000,1.3,67,0.373,4.49,98.18645596
,20180125,2100,-0.2,74,-99,4.09,20.74670875
,20180125,2200,-1.3,79,-99,3.5,74.33778294
,20180125,2300,-1.3,79,0.37,4.28,3.620495425
,20180126,0,0.6,68,0.369,3.84,107.4433103
,20180126,100,-0.8,67,0.368,4.61,131.0164402
,20180126,200,-0.8,75,0.37,3.22,18.452534
,20180126,300,0.5,61,-99,4.36,90.69930683
,20180126,400,1.8,54,0.366,4.86,87.24210524
,20180126,500,2.2,52,0.366,4.51,72.35949781
,20180126,600,3.3,48,0.37,4.9,37.67691092
,20180126,700,3.4,50,0.37,5.62,98.46029765
,20180126,800,3.9,52,0.37,5.94,57.75617643
,20180126,900,5.1,51,0.366,6.43,146.7581956
,20180126,1000,7.1,45,0.366,5.87,126.84251
,20180126,1100,8.7,40,-99,5.85,66.86164735
,20180126,1200,9.4,36,0.369,6.76,106.1622432
,20180126,1300,10.8,31,0.367,6.46,37.11870149
,20180126,1400,11,27,-99,6.03,123.1068138
,20180126,1500,10.5,29,-99,6.38,97.12028572
,20180126,1600,11.1,26,0.366,5.57,150.6485638
,20180126,1700,10.2,25,0.369,5.11,31.74384842
,20180126,1800,8.7,28,0.367,4.74,23.80850009
,20180126,1900,7.5,32,0.363,4.64,73.42667487
,20180126,2000,7.1,33,0.364,4.71,85.36420467
,20180126,2100,7.4,33,0.362,4.37,53.64046299
,20180126,2200,8.2,37,0.367,4.72,35.83279152
,20180126,2300,8.6,43,0.362,4.54,69.95399773
,20180127,0,8.8,49,0.362,3.96,88.89202624
,20180127,100,9,53,0.36,4.65,38.22818898
,20180127,200,8.9,54,0.364,4.03,9.807775281
,20180127,300,9,58,0.363,4.47,87.38724503
,20180127,400,9.3,65,0.363,4.73,54.26700321
,20180127,500,9.4,71,0.362,4.93,0.301711711
,20180127,600,9.5,74,0.361,3.9,38.36475531
,20180127,700,9.4,76,0.36,4.96,131.7715296
,20180127,800,9.6,77,0.363,5.4,98.15601434
,20180127,900,10.1,77,0.363,5.58,122.6803014
,20180127,1000,10.9,77,0.362,5.89,29.68658006
,20180127,1100,11.9,74,0.363,5.85,65.64424764
,20180127,1200,12.1,74,0.36,6.05,123.7194019
,20180127,1300,12,74,0.36,5.29,82.29893465
,20180127,1400,12,74,0.361,5.09,90.44879033
,20180127,1500,11.4,76,0.36,4.9,43.585323
,20180127,1600,11.3,77,0.36,4.49,84.723866
,20180127,1700,11.2,79,0.36,4.3,39.01039733
,20180127,1800,10.7,87,0.36,4.59,121.2069822
,20180127,1900,10,94,0.362,4.43,76.09279121
,20180127,2000,9.9,98,0.365,4.01,28.63805465
,20180127,2100,9.9,99,0.382,4.7,101.0309501
,20180127,2200,9.9,100,0.388,3.61,28.37543307
,20180127,2300,10,100,0.392,5.17,118.8316327
,20180128,0,10.1,100,0.402,5.31,16.81942605
,20180128,100,10.2,100,0.406,4.77,46.50486475
,20180128,200,10.2,100,0.414,3.87,28.03211014
,20180128,300,10.1,100,0.419,5.18,130.9270453
,20180128,400,10.1,100,0.418,4.63,11.55239556
,20180128,500,10,100,0.418,4.52,145.418174
,20180128,600,10,100,0.419,3.7,142.3288945
,20180128,700,9.9,100,0.412,4.36,17.56665312
,20180128,800,9.8,100,0.408,5.25,76.90361996
,20180128,900,9.9,100,0.412,5.27,118.5676123
,20180128,1000,10.1,100,0.416,4.99,18.24104905
,20180128,1100,10.3,100,0.409,5.34,102.9973627
,20180128,1200,10.1,100,0.416,5.23,141.1618894
,20180128,1300,9.3,100,0.414,4.91,90.64800293
,20180128,1400,9.2,100,0.408,5.28,70.99196805
,20180128,1500,9,100,0.409,4.86,83.88437119
,20180128,1600,8.4,100,0.407,4.84,104.2368818
,20180128,1700,8,100,0.406,4.55,124.7209437
,20180128,1800,7.5,100,0.406,5.03,1.611881261
,20180128,1900,6.6,96,0.403,5.01,130.8707979
,20180128,2000,5.4,94,0.403,4.45,90.36543401
,20180128,2100,5.3,98,0.4,5,120.6215931
,20180128,2200,4.6,98,0.402,5.03,37.68563097
,20180128,2300,3.7,89,0.401,4.48,77.67659499
,20180129,0,2.6,82,0.402,3.16,109.8511923
,20180129,100,1.8,84,0.4,4.82,111.1575349
,20180129,200,1.1,85,0.397,5.04,72.49210385
,20180129,300,0.9,85,0.396,4.72,16.87903204
,20180129,400,1.1,84,0.394,5.09,77.81536435
,20180129,500,1.1,80,0.398,5.4,89.03870409
,20180129,600,1,79,0.393,5.08,78.53946826
,20180129,700,0.7,79,0.396,5.77,44.15793573
,20180129,800,1.1,76,0.392,6.43,133.5293228
,20180129,900,3.9,64,0.395,5.79,43.70295249
,20180129,1000,5.8,57,0.39,6.34,90.4968548
,20180129,1100,7.1,52,0.39,5.86,77.45107343
,20180129,1200,8.3,43,0.393,6.57,77.15104932
,20180129,1300,9.1,39,0.391,6.45,42.24568019
,20180129,1400,8.8,45,0.393,5.83,46.30983392
,20180129,1500,8.3,45,0.392,5.88,88.55102897
,20180129,1600,6.7,54,0.39,5.11,120.5904063
,20180129,1700,5.2,63,0.391,4.96,34.82989654
,20180129,1800,1.7,77,0.39,4.99,126.1976283
,20180129,1900,-1.1,90,0.385,4.5,128.6642758
,20180129,2000,-1.7,91,-99,4.57,107.0477584
,20180129,2100,-2.1,85,0.391,4.99,137.9905138
,20180129,2200,-2.5,82,0.387,4.99,16.13001854
,20180129,2300,-3,76,0.386,4.54,18.52341276
,20180130,0,-3.3,79,0.386,3.88,7.476436154
,20180130,100,-3.6,80,0.39,4.48,52.22536273
,20180130,200,-3.7,77,0.385,5.02,93.21776438
,20180130,300,-4,75,0.386,4.4,7.404637831
,20180130,400,-4.2,74,0.383,4.87,125.4075398
,20180130,500,-4.3,74,0.381,4.93,92.49681728
,20180130,600,-4.4,74,0.387,5.02,52.44167441
,20180130,700,-4.6,74,0.381,5.27,0.519719365
,20180130,800,-4.6,72,0.383,5.75,58.87729336
,20180130,900,-4.3,73,0.381,6.04,6.39619677
,20180130,1000,-4,72,-99,6.52,126.4018175
,20180130,1100,-2.8,69,-99,6.56,49.90842357
,20180130,1200,-1.8,63,0.385,5.79,17.9675469
,20180130,1300,-0.8,58,0.385,6.17,126.1394302
,20180130,1400,-0.2,55,-99,6.21,41.65088108
,20180130,1500,0.3,52,0.381,5.97,55.82220756
,20180130,1600,0,52,0.381,4.7,58.17328397
,20180130,1700,-0.8,55,0.383,4.64,87.3712573
,20180130,1800,-1.9,59,0.386,5.14,22.42428355
,20180130,1900,-3,67,0.38,4.5,56.22890981
,20180130,2000,-3.9,76,-99,4.74,18.26700434
,20180130,2100,-4.8,78,0.377,5.4,17.94302364
,20180130,2200,-4.6,76,0.375,3.91,52.15037717
,20180130,2300,-5.8,82,0.381,3.27,109.0751719
,20180131,0,-5.4,83,0.379,4.74,84.32040644
,20180131,100,-5.8,84,0.376,4.82,148.3732346
,20180131,200,-5.6,86,0.376,4.44,83.78827513
,20180131,300,-4.8,79,0.372,2.45,89.40549838
,20180131,400,-5.1,77,-99,3.57,116.083682
,20180131,500,-3.9,72,0.373,5.08,47.16370807
,20180131,600,-3.1,62,0.37,4.26,70.77880456
,20180131,700,-2.4,58,0.376,5.67,106.0843602
,20180131,800,-1.3,56,0.373,6.04,5.941069148
,20180131,900,0.8,49,0.377,6.52,73.20204568
,20180131,1000,3,40,0.373,6.07,80.23923101
,20180131,1100,5.1,36,0.374,5.92,78.3192634
,20180131,1200,6.3,34,0.376,6.19,15.75687377
,20180131,1300,8,32,0.376,5.79,47.38319493
,20180131,1400,9.4,31,0.373,6.12,38.5160304
,20180131,1500,10.6,29,0.376,5.79,145.8160279
,20180131,1600,10.2,31,0.376,5.66,116.8079385
,20180131,1700,9.1,34,0.373,4.2,130.979346
,20180131,1800,7.2,37,0.37,5.16,50.14459248
,20180131,1900,6.5,36,0.372,4.76,103.4070684
,20180131,2000,6.7,35,0.376,4.59,41.44933339
,20180131,2100,6.7,35,0.374,4.92,33.75864281
,20180131,2200,6.3,36,0.37,5.22,7.315380219
,20180131,2300,5.8,38,0.374,5.11,40.37539589
,20180201,0,5.5,40,0.371,3.77,131.0341381
,20180201,100,5.3,44,-99,3.67,143.3922849
,20180201,200,5.8,47,0.373,3.71,130.7327574
,20180201,300,6.1,53,0.373,3.79,138.1395224
,20180201,400,5.6,63,0.373,4.11,23.40494679
,20180201,500,5.8,68,0.371,4.6,86.25486181
,20180201,600,6.2,73,0.373,3.67,96.84743142
,20180201,700,6.7,77,0.37,5,94.62251627
,20180201,800,6.9,80,0.371,4.15,114.4902837
,20180201,900,7.4,82,0.372,5.36,11.62988447
,20180201,1000,7.4,88,0.373,4.76,28.0020491
,20180201,1100,7.4,97,0.368,4.59,146.5338201
,20180201,1200,7.7,100,0.374,4.73,146.9391672
,20180201,1300,8.1,100,0.373,5.44,142.6189787
,20180201,1400,8.5,98,0.376,5.29,6.058897949
,20180201,1500,8.7,95,0.391,4.51,130.8836563
,20180201,1600,8.7,99,0.42,4.92,86.10112419
,20180201,1700,7,99,0.416,2.84,127.3896761
,20180201,1800,3.6,97,-99,4.17,62.06513116
,20180201,1900,1.7,96,0.414,4.89,138.9255057
,20180201,2000,0.4,97,0.414,3.17,149.3396261
,20180201,2100,0,97,0.416,5.1,132.8438804
,20180201,2200,-0.1,97,0.414,4.98,23.91578025
,20180201,2300,-0.8,98,0.409,4.71,138.6224273
,20180202,0,-1.5,98,0.411,4.53,26.49490584
,20180202,100,-3.5,94,0.411,4.06,135.2233145
,20180202,200,-5.7,86,0.409,4.75,140.8995791
,20180202,300,-6.7,83,0.409,4.19,135.7903753
,20180202,400,-7.4,83,0.403,4.2,27.08044337
,20180202,500,-8.1,83,0.405,5.46,115.7243137
,20180202,600,-9.4,81,-99,4.65,28.64898423
,20180202,700,-9.9,81,0.402,5.45,59.19805565
,20180202,800,-9.9,82,0.401,6.39,28.33111335
,20180202,900,-9.5,81,0.397,6.44,146.9748008
,20180202,1000,-8.6,78,0.394,6.41,75.90255009
,20180202,1100,-7.6,75,0.398,6.67,53.27920998
,20180202,1200,-6.8,72,0.392,6.52,115.0771368
,20180202,1300,-5.5,68,0.395,6.45,94.0075263
,20180202,1400,-4.7,61,0.399,6.56,67.11185262
,20180202,1500,-4.3,57,0.399,6.47,101.8566675
,20180202,1600,-4.2,55,0.396,5.31,12.55189852
,20180202,1700,-4.7,53,0.4,4.67,141.8705685
,20180202,1800,-5.8,59,0.398,5.21,118.508021
,20180202,1900,-7.1,66,0.392,4.85,147.5904894
,20180202,2000,-8,74,0.39,4.82,67.53739713
,20180202,2100,-8.7,81,0.39,3.97,90.29752
,20180202,2200,-9.4,85,0.388,4.73,66.64529035
,20180202,2300,-9.8,88,0.381,3.97,128.3331788
,20180203,0,-10.2,88,0.379,4.87,34.55728176
,20180203,100,-9.7,88,0.375,5.12,121.0129229
,20180203,200,-8.4,88,0.375,4.36,79.19104792
,20180203,300,-7.6,86,0.375,4.42,36.75222102
,20180203,400,-7.1,80,0.373,4.73,33.51407052
,20180203,500,-6.9,78,0.372,4.61,86.6121142
,20180203,600,-6.9,76,0.377,4.89,23.7650393
,20180203,700,-6.6,75,0.375,5.67,92.85578239
,20180203,800,-5.8,73,0.371,5.49,50.4694752
,20180203,900,-3.8,68,0.371,5.78,109.5448301
,20180203,1000,-0.7,53,0.373,6.38,27.96054349
,20180203,1100,2,41,0.378,6.31,47.6133792
,20180203,1200,3.2,38,0.375,6.02,110.6671894
,20180203,1300,3.8,37,0.383,6.39,56.59321838
,20180203,1400,4,34,0.386,5.64,9.997297278
,20180203,1500,4,34,0.39,5.24,67.96085906
,20180203,1600,4,34,0.388,5.3,70.37616561
,20180203,1700,3.4,37,0.388,4.63,0.763451956
,20180203,1800,2.4,44,0.386,4.82,38.26048039
,20180203,1900,2.8,44,0.388,4.43,96.67721476
,20180203,2000,3.7,39,0.391,4.24,49.32546451
,20180203,2100,3.6,39,0.386,3.94,49.26316295
,20180203,2200,3.5,40,0.388,4.71,67.62625458
,20180203,2300,3.6,40,0.386,4.32,23.70916113
,20180204,0,3.7,39,0.383,4.54,112.5974497
,20180204,100,3.2,47,0.382,4.75,60.1198932
,20180204,200,1.4,72,0.386,4.49,36.07155021
,20180204,300,1.4,85,0.405,4.73,28.9216407
,20180204,400,2.1,90,0.413,4.3,135.9395052
,20180204,500,2.7,93,0.424,4.25,125.5417673
,20180204,600,3,95,-99,4.35,24.35392032
,20180204,700,3.3,96,-99,4.72,146.1821346
,20180204,800,3.8,97,0.476,4.64,144.3542202
,20180204,900,3.7,98,0.485,5.28,33.70969025
,20180204,1000,3.7,99,0.487,5.47,114.2391518
,20180204,1100,3.6,98,0.485,5.44,124.2888858
,20180204,1200,4.5,98,0.485,5.38,139.6924108
,20180204,1300,5,98,0.484,5.22,29.10100307
,20180204,1400,4.4,98,0.463,4.99,7.24763256
,20180204,1500,4,100,0.451,5.21,134.4609587
,20180204,1600,3.8,100,0.449,4.61,6.576519297
,20180204,1700,3.7,100,0.451,4.42,97.76829669
,20180204,1800,3.6,98,0.448,4.82,26.34604186
,20180204,1900,3.7,95,0.443,4.58,80.10124772
,20180204,2000,3.7,92,0.448,4.46,56.42046787
,20180204,2100,3.4,90,0.449,4.79,47.1070827
,20180204,2200,1.9,92,-99,4.93,113.9454061
,20180204,2300,-0.7,95,0.449,4,69.45595488
,20180205,0,-2,97,0.448,4.73,19.63486411
,20180205,100,-3.1,95,0.446,4.94,21.70705389
,20180205,200,-3.8,92,0.443,2.41,114.2145652
,20180205,300,-4.8,91,0.441,3.75,133.3618279
,20180205,400,-5.5,92,0.446,4.66,0.586370704
,20180205,500,-5.8,91,-99,5.03,141.0021061
,20180205,600,-6.1,91,0.444,4.55,24.96085719
,20180205,700,-6.2,97,0.434,5.06,16.74655556
,20180205,800,-6,83,-99,5.88,72.34514909
,20180205,900,-6,85,0.434,5.99,74.72981462
,20180205,1000,-5.7,85,0.434,6.12,98.24252655
,20180205,1100,-5.4,85,0.434,5.59,13.13682998
,20180205,1200,-4.6,84,0.433,5.85,99.45753444
,20180205,1300,-2.9,82,0.428,6.31,97.06832954
,20180205,1400,-1,75,0.428,6.36,65.62052813
,20180205,1500,0.6,67,0.432,6.08,134.2788632
,20180205,1600,1.7,61,0.432,5.95,81.87162846
,20180205,1700,1.8,60,-99,5.21,82.24580278
,20180205,1800,0.4,61,0.43,5.34,144.2771517
,20180205,1900,-0.5,64,0.431,4.7,26.37104687
,20180205,2000,-0.9,71,0.429,4.69,61.401382
,20180205,2100,-1.1,72,0.424,4.84,10.59020184
,20180205,2200,-1.1,73,0.421,4.85,59.03784421
,20180205,2300,-0.2,71,0.423,4,56.79560196
,20180206,0,-0.1,69,0.422,5.08,18.29964377
,20180206,100,1,67,0.425,4.11,1.286987438
,20180206,200,2,62,0.423,4.51,77.48997355
,20180206,300,2.3,63,-99,3.89,54.90104544
,20180206,400,2.6,65,0.423,3.83,93.97085709
,20180206,500,3,78,0.419,4.59,91.25367416
,20180206,600,4.1,86,0.425,5.4,130.8763712
,20180206,700,3.4,90,0.418,5.22,5.282020906
,20180206,800,3.2,89,0.415,4.53,148.6184644
,20180206,900,3.3,88,0.418,5.72,91.98657596
,20180206,1000,3.6,90,0.421,5.17,63.02670071
,20180206,1100,4.1,88,0.416,5.15,49.86421013
,20180206,1200,4.7,86,0.413,5.49,116.1652124
,20180206,1300,5.1,85,0.411,5.07,24.78867609
,20180206,1400,5.5,86,0.414,5.43,72.18853056
,20180206,1500,5.9,86,0.411,4.73,27.1645559
,20180206,1600,6,87,0.414,4.78,9.295690985
,20180206,1700,5.4,95,0.42,4.96,27.29693581
,20180206,1800,4.8,99,0.468,5.2,10.28893087
,20180206,1900,4.8,100,0.479,4.36,14.60284534
,20180206,2000,4.7,100,0.473,4.45,112.126391
,20180206,2100,4.5,100,0.47,4.76,92.06334997
,20180206,2200,4.5,100,-99,5.18,128.3505901
,20180206,2300,6.8,98,0.473,4.54,24.29705856
,20180207,0,7.8,91,0.475,4.54,48.45456004
,20180207,100,9.1,85,0.473,3.8,7.203937407
,20180207,200,9.5,89,0.479,5.16,65.83834531
,20180207,300,9.6,95,0.479,2.5,83.9718086
,20180207,400,9.6,98,0.477,5.15,98.0066785
,20180207,500,9.7,100,0.479,5.17,37.9702592
,20180207,600,9.8,100,0.481,3.77,131.687943
,20180207,700,9.9,100,0.479,4.59,35.82410879
,20180207,800,10.1,100,0.481,5.14,134.5677148
,20180207,900,7.9,100,0.476,5.67,56.20357541
,20180207,1000,4.6,100,0.473,5.28,1.198175334
,20180207,1100,2.8,98,0.478,5.22,143.0199915
,20180207,1200,2.9,97,0.477,6.03,98.43743082
,20180207,1300,2.5,96,-99,5.75,25.76872419
,20180207,1400,1.5,96,0.483,5.11,79.18562447
,20180207,1500,0.4,98,0.467,5.33,117.0991688
,20180207,1600,-0.4,100,-99,3.74,116.4902172
,20180207,1700,-0.8,99,-99,4.26,87.21110781
,20180207,1800,-1,99,0.465,4.44,54.44632782
,20180207,1900,-1,96,0.456,5.05,16.96520654
,20180207,2000,-1.3,93,0.467,4.48,108.9884364
,20180207,2100,-1.7,91,0.466,4.62,15.5781893
,20180207,2200,-2.3,90,0.456,5.07,121.5391783
,20180207,2300,-2.5,89,0.464,4.12,78.22364431
,20180208,0,-2.7,90,0.462,2.97,12.39954966
,20180208,100,-3,90,0.457,3.85,144.3330575
,20180208,200,-3.3,89,-99,4.75,25.72269071
,20180208,300,-3.4,89,0.465,4.8,97.60159095
,20180208,400,-3.7,88,0.464,3.9,49.85961067
,20180208,500,-4,88,0.464,4.47,26.66617801
,20180208,600,-4.2,88,0.465,4.93,99.09043947
,20180208,700,-4.5,88,0.453,5.3,75.60685624
,20180208,800,-4.6,89,0.443,6.09,89.30575418
,20180208,900,-3.8,88,0.446,6.64,27.66333856
,20180208,1000,-2.1,81,0.45,6.33,48.49838072
,20180208,1100,-0.2,69,0.445,6.01,123.7772936
,20180208,1200,1.5,56,0.446,6.38,23.67869799
,20180208,1300,3.2,53,0.449,6.2,81.05561442
,20180208,1400,4.9,50,0.452,6.51,28.49050751
,20180208,1500,6.2,43,0.445,6.48,72.28391769
,20180208,1600,6.9,39,0.445,5.74,83.00232093
,20180208,1700,6.5,38,0.447,4.57,6.564842315
,20180208,1800,4.2,46,0.447,4.78,74.98053255
,20180208,1900,1.5,60,0.45,4.16,84.85522248
,20180208,2000,-0.3,74,0.442,4.29,98.21417714
,20180208,2100,-0.2,79,0.442,4.85,4.62712874
,20180208,2200,-1.4,82,0.438,4.54,94.8822013
,20180208,2300,-0.5,80,-99,4.69,7.893955916
,20180209,0,-0.2,76,0.44,4.56,113.2482536
,20180209,100,-0.3,72,0.445,4.13,21.63359903
,20180209,200,-0.1,74,-99,4.75,68.85025987
,20180209,300,0.4,65,0.439,4.82,8.659819635
,20180209,400,-0.3,70,0.441,4.85,116.874647
,20180209,500,-0.5,68,0.439,4.71,40.52103849
,20180209,600,1,62,0.44,5.31,22.89668118
,20180209,700,0.6,62,0.435,5.68,85.76673926
,20180209,800,3.4,56,0.43,5.55,43.27316819
,20180209,900,6.1,58,0.432,6.43,26.31502593
,20180209,1000,8.6,56,0.436,5.98,147.4449629
,20180209,1100,10.3,50,0.431,6.31,126.9363804
,20180209,1200,11.7,39,0.434,5.95,45.27003403
,20180209,1300,12.7,33,0.435,6.08,72.7261016
,20180209,1400,13.2,33,0.433,6.11,74.96521052
,20180209,1500,13.5,33,0.427,6.36,11.36411114
,20180209,1600,13.5,34,-99,5.12,34.82463641
,20180209,1700,12.9,34,-99,3.97,122.9943112
,20180209,1800,11.1,39,0.422,5.13,107.6036168
,20180209,1900,10.7,41,-99,4.66,145.2311849
,20180209,2000,10.5,42,0.419,4.28,103.2789156
,20180209,2100,10.1,47,0.415,3.96,92.70998379
,20180209,2200,10.4,54,0.419,4.27,123.0150851
,20180209,2300,10.1,62,0.413,3.7,59.0757981
,20180210,0,10.1,68,0.413,4.93,91.55729002
,20180210,100,10.5,71,0.41,3.74,34.50298754
,20180210,200,9.9,80,-99,4.75,141.0346985
,20180210,300,9.2,94,0.421,4.99,76.13640926
,20180210,400,9.6,98,0.432,4.11,96.60225312
,20180210,500,9.9,100,0.436,4.81,113.2652593
,20180210,600,10.1,100,0.442,4.94,142.6000052
,20180210,700,10.3,100,0.445,4.79,15.10309529
,20180210,800,10.3,100,0.441,4.42,135.0630347
,20180210,900,9.9,100,0.457,4.35,20.77090246
,20180210,1000,9.9,100,0.463,4.97,143.3251324
,20180210,1100,10.4,100,0.463,5.33,82.7364817
,20180210,1200,10.7,99,0.466,5.25,22.81451475
,20180210,1300,11.1,99,0.464,4.95,95.68774607
,20180210,1400,11.3,99,0.464,5.13,19.08361062
,20180210,1500,11.3,99,0.468,4.47,47.13691022
,20180210,1600,11.3,99,0.467,3.45,48.99462639
,20180210,1700,11.4,100,0.465,5.26,145.1602688
,20180210,1800,11.6,100,0.468,5.01,142.3850133
,20180210,1900,12.2,100,-99,3.87,88.41980368
,20180210,2000,12.5,100,0.471,4.53,116.5563316
,20180210,2100,12.9,100,0.468,5.04,19.11707654
,20180210,2200,13.4,100,-99,4.3,13.68307758
,20180210,2300,13.3,100,0.473,3.92,136.9791185
,20180211,0,13.7,100,0.475,5,20.99081334
,20180211,100,13.6,100,0.471,4.96,17.40528814
,20180211,200,13.6,100,0.469,3.75,28.45812839
,20180211,300,13.8,100,0.475,4.77,70.37061518
,20180211,400,14.2,100,0.474,4.64,141.0213168
,20180211,500,14.3,99,0.471,3.81,136.9045827
,20180211,600,14.5,98,0.473,3.87,30.37345108
,20180211,700,14.5,98,0.475,5.3,39.45050137
,20180211,800,14.4,98,0.47,5.03,96.70370676
,20180211,900,14.6,98,0.475,5.15,13.53258183
